"stream","date","time","count","run","adipose_clipped","sex","passage_direction","viewing_condition","spawning_condition","jack_size","method"
"clear creek","2017-01-04","16:49:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-01-04","17:40:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-01-04","18:44:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-01-04","22:53:00",1,"late fall",TRUE,"unknown","down","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","01:58:00",1,"late fall",TRUE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","06:30:00",1,"late fall",FALSE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","13:38:00",1,"late fall",TRUE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","16:15:00",1,"late fall",FALSE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","06:48:00",1,"late fall",FALSE,"female","down","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","08:03:00",1,"late fall",FALSE,"male","down","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","14:00:00",1,"late fall",FALSE,"unknown","down","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","21:35:00",1,"late fall",TRUE,"unknown","down","normal","no spawn coloration","yes","video"
"clear creek","2017-01-05","23:07:00",1,"late fall",FALSE,"unknown","down","normal","some spawn coloration","no","video"
"clear creek","2017-01-05","23:32:00",1,"late fall",FALSE,"female","down","normal","full spawn coloration","no","video"
"clear creek","2017-01-06",NA,1,"unknown",NA,"unknown","up","normal","unknown","yes","video"
"clear creek","2017-01-06","06:28:00",1,"unknown",FALSE,"male","up","normal","unknown","no","video"
"clear creek","2017-01-06","18:04:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-01-06","00:15:00",1,"late fall",FALSE,"female","down","normal","some spawn coloration","no","video"
"clear creek","2017-01-06","19:41:00",1,"unknown",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-01-06","23:28:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-01-06","23:35:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-01-09","22:21:00",1,"unknown",NA,"unknown","up","readable","post spawn","no","video"
"clear creek","2017-01-09","22:20:00",1,"unknown",NA,"unknown","down","readable","post spawn","no","video"
"clear creek","2017-01-09","22:21:00",1,"unknown",NA,"unknown","down","readable","post spawn","no","video"
"clear creek","2017-01-10","00:26:00",1,"unknown",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-01-10","02:37:00",1,"unknown",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-01-10","03:38:00",1,"unknown",NA,"unknown","down","readable","unknown","no","video"
"clear creek","2017-01-10","07:06:00",1,"unknown",NA,"unknown","down","readable","full spawn coloration","no","video"
"clear creek","2017-01-17","03:14:00",1,"unknown",NA,"unknown","up","readable","unknown",NA,"video"
"clear creek","2017-01-17","03:56:00",1,"unknown",NA,"unknown","up","readable","unknown",NA,"video"
"clear creek","2017-01-17","05:22:00",1,"unknown",NA,"unknown","up","readable","unknown",NA,"video"
"clear creek","2017-01-17","07:04:00",1,"unknown",NA,"unknown","up","readable","unknown",NA,"video"
"clear creek","2017-01-17","07:16:00",1,"unknown",NA,"unknown","up","readable","unknown",NA,"video"
"clear creek","2017-01-17","15:59:00",1,"unknown",NA,"unknown","up","readable","unknown",NA,"video"
"clear creek","2017-01-17","22:35:00",1,"unknown",NA,"unknown","up","readable","unknown",NA,"video"
"clear creek","2017-01-17","05:08:00",1,"unknown",NA,"unknown","down","readable","unknown",NA,"video"
"clear creek","2017-01-17","06:02:00",1,"unknown",NA,"unknown","down","readable","unknown",NA,"video"
"clear creek","2017-01-17","06:08:00",1,"unknown",NA,"unknown","down","readable","unknown",NA,"video"
"clear creek","2017-01-17","07:04:00",1,"unknown",NA,"unknown","down","readable","unknown",NA,"video"
"clear creek","2017-01-17","16:51:00",1,"unknown",NA,"unknown","down","readable","unknown",NA,"video"
"clear creek","2017-01-17","18:01:00",1,"unknown",NA,"unknown","down","readable","unknown",NA,"video"
"clear creek","2017-01-31","15:06:00",1,"late fall",FALSE,"female","up","normal","unknown","yes","video"
"clear creek","2017-01-31","16:15:00",1,"late fall",FALSE,"unknown","up","normal","unknown","yes","video"
"clear creek","2017-01-31","16:59:00",1,"late fall",FALSE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2017-01-31","22:02:00",1,"unknown",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-01-31","22:02:00",1,"unknown",FALSE,"female","up","normal","full spawn coloration","no","video"
"clear creek","2017-01-31","22:14:00",1,"unknown",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-01-31","22:05:00",1,"unknown",FALSE,"female","down","normal","full spawn coloration","no","video"
"clear creek","2017-02-02","00:09:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-02-02","08:17:00",1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-02-02","08:33:00",1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-02-02","08:40:00",1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-02-02",NA,1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-02-02",NA,1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-02-02","16:41:00",1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-02-02","18:11:00",1,"late fall",NA,"unknown","up","readable","unknown","no","video"
"clear creek","2017-02-02","00:10:00",1,"late fall",NA,"unknown","down","normal","full spawn coloration","no","video"
"clear creek","2017-02-02","04:55:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-02-02","08:43:00",1,"late fall",NA,"unknown","down","readable","some spawn coloration","no","video"
"clear creek","2017-02-02","12:11:00",1,"late fall",NA,"unknown","down","readable","unknown","no","video"
"clear creek","2017-02-02","14:15:00",1,"late fall",NA,"unknown","down","readable","unknown","no","video"
"clear creek","2017-02-02","17:24:00",1,"unknown",NA,"unknown","down","readable","unknown","no","video"
"clear creek","2017-02-02","18:28:00",1,"late fall",NA,"unknown","down","readable","unknown","no","video"
"clear creek","2017-03-15","21:47:00",1,"late fall",FALSE,"male","up","normal","unknown","no","video"
"clear creek","2017-03-15","23:01:00",1,"late fall",NA,"male","up","normal","some spawn coloration","no","video"
"clear creek","2017-03-15","23:12:00",1,"late fall",FALSE,"unknown","up","normal","no spawn coloration","no","video"
"clear creek","2017-03-16","03:29:00",1,"late fall",FALSE,"male","up",NA,"unknown","no","video"
"clear creek","2017-03-16","05:23:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2017-03-16","19:39:00",1,"late fall",FALSE,"male","up",NA,"post spawn","no","video"
"clear creek","2017-03-16","21:28:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2017-03-16","00:09:00",1,"late fall",FALSE,"unknown","down",NA,"full spawn coloration","no","video"
"clear creek","2017-03-16","06:40:00",1,"late fall",FALSE,"male","down",NA,"post spawn","yes","video"
"clear creek","2017-03-16","06:58:00",1,"late fall",NA,"male","down",NA,"post spawn","no","video"
"clear creek","2017-03-16","06:40:00",1,"late fall",FALSE,"female","down",NA,"full spawn coloration","yes","video"
"clear creek","2017-03-16","09:36:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","no","video"
"clear creek","2017-03-16","21:47:00",1,"late fall",FALSE,"male","down",NA,"post spawn","no","video"
"clear creek","2017-03-17","09:36:00",1,"late fall",FALSE,"female","down",NA,"post spawn","no","video"
"clear creek","2017-03-18","03:30:00",1,"not recorded",FALSE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2017-03-18","07:02:00",1,"late fall",FALSE,"female","up","normal","full spawn coloration","no","video"
"clear creek","2017-03-18","20:57:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2017-03-18","21:20:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","yes","video"
"clear creek","2017-03-18","01:52:00",1,"late fall",NA,"female","down","normal","post spawn","no","video"
"clear creek","2017-03-18","23:15:00",1,"not recorded",FALSE,"male","down",NA,"some spawn coloration",NA,"video"
"clear creek","2017-03-18","23:37:00",1,"late fall",FALSE,"male","down",NA,"some spawn coloration","yes","video"
"clear creek","2017-03-19","17:20:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2017-03-19","01:17:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","yes","video"
"clear creek","2017-03-19","03:15:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-03-19","18:01:00",1,"late fall",FALSE,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","01:27:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","15:21:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","17:10:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","11:47:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","02:02:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","15:38:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","17:50:00",1,"unknown",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-03-20","23:08:00",1,"late fall",NA,"unknown","down",NA,"post spawn","no","video"
"clear creek","2017-03-21","06:23:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-03-21","13:36:00",1,"late fall",NA,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-03-21","03:45:00",1,"late fall",FALSE,"male","down","normal","post spawn","no","video"
"clear creek","2017-03-21","12:09:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-03-21","18:07:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-03-21","23:20:00",1,"late fall",NA,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-03-22","00:20:00",1,"not recorded",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-03-22","03:36:00",1,"late fall",FALSE,"male","up","normal","unknown","no","video"
"clear creek","2017-03-22","03:48:00",1,"spring",FALSE,"unknown","up","normal","unknown","no","video"
"clear creek","2017-03-22","06:13:00",1,"late fall",FALSE,"male","up","normal","unknown","no","video"
"clear creek","2017-03-22","06:48:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-03-22","03:30:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-03-23","02:55:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-03-23","05:37:00",1,"late fall",NA,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-03-23","01:21:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-03-23","10:21:00",1,"late fall",NA,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-03-23","11:30:00",1,"late fall",FALSE,"male","down","normal","post spawn","no","video"
"clear creek","2017-03-24","03:19:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-03-24","03:41:00",1,"unknown",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-03-24","03:19:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-03-26","19:03:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-03-27","00:23:00",1,"late fall",FALSE,"unknown","up","readable","unknown","no","video"
"clear creek","2017-03-30","07:18:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-03-30","20:36:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-03-30","21:14:00",1,"late fall",FALSE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2017-03-30","00:10:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-01","00:17:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2017-04-01","08:42:00",1,"winter",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-04-01","14:04:00",1,"winter",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-04-02","04:54:00",1,"late fall",FALSE,"unknown","down",NA,"full spawn coloration","no","video"
"clear creek","2017-04-03","07:42:00",1,"late fall",FALSE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2017-04-03","22:34:00",1,"late fall",FALSE,"male","up",NA,"post spawn","no","video"
"clear creek","2017-04-03","04:37:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-04-03","10:41:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-04-04","02:09:00",1,"winter",FALSE,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2017-04-04","06:03:00",1,"late fall",FALSE,"male","up",NA,"post spawn","no","video"
"clear creek","2017-04-04","06:03:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-04-04","06:06:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-04-04","07:21:00",1,"late fall",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-04-04","20:30:00",1,"winter",FALSE,"female","up",NA,"some spawn coloration","no","video"
"clear creek","2017-04-04","05:41:00",1,"late fall",FALSE,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2017-04-04","06:16:00",1,"late fall",FALSE,"male","down",NA,"post spawn","no","video"
"clear creek","2017-04-04","06:06:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-04-04","06:36:00",1,"late fall",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-04-05","15:50:00",1,"late fall",FALSE,"female","up",NA,"post spawn","yes","video"
"clear creek","2017-04-06","09:57:00",1,"late fall",FALSE,"female","up","normal","post spawn","no","video"
"clear creek","2017-04-07","11:12:00",1,"late fall",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-04-08","21:24:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-08","22:12:00",1,"late fall",FALSE,"male","up","normal","post spawn","no","video"
"clear creek","2017-04-08","23:15:00",1,"not recorded",FALSE,"male","up","normal","post spawn","no","video"
"clear creek","2017-04-08","20:13:00",1,"late fall",FALSE,"male","down","normal","post spawn","no","video"
"clear creek","2017-04-08","22:14:00",1,"not recorded",FALSE,"male","down","normal","post spawn","no","video"
"clear creek","2017-04-09","01:06:00",1,"late fall",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2017-04-09","03:04:00",1,"late fall",FALSE,"male","up","normal","post spawn","no","video"
"clear creek","2017-04-09","05:06:00",1,"late fall",FALSE,"male","up","normal","post spawn","no","video"
"clear creek","2017-04-09","21:15:00",1,"spring",TRUE,"unknown","up","normal","no spawn coloration","no","video"
"clear creek","2017-04-09","22:06:00",1,"spring",FALSE,"unknown","up","normal","no spawn coloration","no","video"
"clear creek","2017-04-09","02:12:00",1,"late fall",NA,"male","down","normal","post spawn","no","video"
"clear creek","2017-04-09","04:23:00",1,"late fall",FALSE,"male","down","normal","post spawn","no","video"
"clear creek","2017-04-09","06:34:00",1,"late fall",FALSE,"male","down","normal","post spawn","no","video"
"clear creek","2017-04-09","21:38:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-10","22:22:00",1,"spring",TRUE,"unknown","up","normal","unknown","no","video"
"clear creek","2017-04-10","12:28:00",1,"spring",FALSE,"unknown","down","normal","no spawn coloration","no","video"
"clear creek","2017-04-11","21:51:00",1,"late fall",TRUE,"unknown","down",NA,"unknown","no","video"
"clear creek","2017-04-12","02:31:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-12","23:23:00",1,"late fall",FALSE,"male","up","readable","full spawn coloration","no","video"
"clear creek","2017-04-12","05:50:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-13","02:17:00",1,"spring",FALSE,"unknown","up","normal","no spawn coloration","no","video"
"clear creek","2017-04-13","06:31:00",1,"late fall",FALSE,"male","up","normal","post spawn","no","video"
"clear creek","2017-04-13","02:04:00",1,"spring",NA,"unknown","down","normal","no spawn coloration","no","video"
"clear creek","2017-04-13","04:37:00",1,"spring",FALSE,"unknown","down","normal","no spawn coloration","no","video"
"clear creek","2017-04-14","12:52:00",1,"late fall",TRUE,"unknown","up","normal","some spawn coloration","no","video"
"clear creek","2017-04-14","04:40:00",1,"late fall",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-14","22:14:00",1,"spring",FALSE,"unknown","up","normal","no spawn coloration","no","video"
"clear creek","2017-04-14","23:29:00",1,"late fall",FALSE,"male","up","normal","unknown","no","video"
"clear creek","2017-04-14","03:49:00",1,"late fall",TRUE,"male","down","normal","some spawn coloration","yes","video"
"clear creek","2017-04-14","04:54:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-14","23:29:00",1,"late fall",FALSE,"male","down","normal","unknown","no","video"
"clear creek","2017-04-15","00:41:00",1,"not recorded",FALSE,"female","up","normal","unknown","no","video"
"clear creek","2017-04-15","01:02:00",1,"late fall",NA,"unknown","down","normal","post spawn","no","video"
"clear creek","2017-04-16","03:49:00",1,"spring",TRUE,"unknown","up","normal","no spawn coloration","no","video"
"clear creek","2017-04-16","22:06:00",1,"spring",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-04-16","05:18:00",1,"winter",TRUE,"female","down","normal","some spawn coloration","no","video"
"clear creek","2017-04-16","23:51:00",1,"not recorded",FALSE,"unknown","down","normal",NA,NA,"video"
"clear creek","2017-04-18","07:45:00",1,"unknown",NA,"unknown","up","readable","unknown","unknown","video"
"clear creek","2017-04-18","10:32:00",1,"unknown",NA,"unknown","up","readable","unknown","unknown","video"
"clear creek","2017-04-18","12:05:00",1,"winter",NA,"female","up","readable","some spawn coloration","no","video"
"clear creek","2017-04-19","00:17:00",1,"winter",TRUE,"male","up","readable","some spawn coloration","no","video"
"clear creek","2017-04-19","02:09:00",1,"late fall",FALSE,"male","up","readable","unknown","unknown","video"
"clear creek","2017-04-20","02:28:00",1,"late fall",FALSE,"male","up","readable","full spawn coloration","unknown","video"
"clear creek","2017-04-21","23:30:00",1,"late fall",TRUE,"male","up","normal","unknown","no","video"
"clear creek","2017-04-21","23:40:00",1,"late fall",TRUE,"male","up","normal","unknown","no","video"
"clear creek","2017-04-21","23:30:00",1,"late fall",TRUE,"male","down","normal","unknown","no","video"
"clear creek","2017-04-22","02:42:00",1,"late fall",FALSE,"male","up","readable","full spawn coloration","unknown","video"
"clear creek","2017-04-22","02:46:00",1,"late fall",FALSE,"male","down","readable","full spawn coloration","unknown","video"
"clear creek","2017-04-23","20:37:00",1,"spring",FALSE,"unknown","up","normal","no spawn coloration","yes","video"
"clear creek","2017-04-24","22:03:00",1,"late fall",TRUE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-24","00:28:00",1,"late fall",TRUE,"unknown","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-24","20:21:00",1,"late fall",NA,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-24","21:54:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-24","23:28:00",1,"late fall",TRUE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-25","03:38:00",1,"winter",TRUE,"female","down","normal","unknown","no","video"
"clear creek","2017-04-26","02:20:00",1,"spring",TRUE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2017-04-26","21:32:00",1,"late fall",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-27","03:12:00",1,"winter",TRUE,"unknown","down","readable","unknown","no","video"
"clear creek","2017-04-28","20:34:00",1,"winter",TRUE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2017-04-29","05:54:00",1,"late fall",NA,"unknown","up","normal","unknown","no","video"
"clear creek","2017-04-29","21:34:00",1,"late fall",TRUE,"female","up","normal","some spawn coloration","no","video"
"clear creek","2017-04-29","23:42:00",1,"late fall",TRUE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-29","23:42:00",1,"late fall",TRUE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-29","00:00:00",1,"late fall",TRUE,"unknown","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-29","21:16:00",1,"late fall",TRUE,"female","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-30","04:16:00",1,"late fall",TRUE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-30","20:36:00",1,"late fall",TRUE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-04-30","20:32:00",1,"winter",NA,"female","up","normal","some spawn coloration","no","video"
"clear creek","2017-04-30","00:46:00",1,"winter",TRUE,"female","down","normal","some spawn coloration","no","video"
"clear creek","2017-04-30","02:32:00",1,"winter",TRUE,"female","down","normal","some spawn coloration","no","video"
"clear creek","2017-04-30","04:44:00",1,"late fall",TRUE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-04-30","21:46:00",1,"late fall",TRUE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-01","00:42:00",1,"unknown",NA,"unknown","up","normal","full spawn coloration","no","video"
"clear creek","2017-05-01","01:14:00",1,"spring",NA,"unknown","down","normal","no spawn coloration","no","video"
"clear creek","2017-05-01","04:20:00",1,"winter",TRUE,"female","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-01","04:26:00",1,"winter",NA,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-01","05:15:00",1,"winter",TRUE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-01","10:41:00",1,"winter",NA,"unknown","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-02","00:04:00",1,"winter",FALSE,"male","up","normal","unknown","no","video"
"clear creek","2017-05-02","05:09:00",1,"winter",TRUE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2017-05-02","17:22:00",1,"winter",TRUE,"male","up","normal","some spawn coloration","no","video"
"clear creek","2017-05-02","20:48:00",1,"winter",NA,"female","down","normal","no spawn coloration","no","video"
"clear creek","2017-05-02","22:00:00",1,"winter",NA,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-02","23:07:00",1,"winter",TRUE,"male","down","normal","some spawn coloration","no","video"
"clear creek","2017-05-03","05:04:00",1,"spring",FALSE,"unknown","up","normal","no spawn coloration","no","video"
"clear creek","2017-05-03","05:55:00",1,"unknown",NA,"unknown","down","normal","unknown","no","video"
"clear creek","2017-05-04","00:01:00",1,"spring",NA,"unknown","up",NA,"some spawn coloration","no","video"
"clear creek","2017-05-04","00:40:00",1,"winter",TRUE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-04","20:58:00",1,"spring",TRUE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2017-05-04","02:46:00",1,"spring",FALSE,"female","down",NA,"some spawn coloration","yes","video"
"clear creek","2017-05-04","04:06:00",1,"winter",NA,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-04","09:07:00",1,"winter",NA,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-05","08:19:00",1,"winter",FALSE,"male","up",NA,"post spawn","no","video"
"clear creek","2017-05-05","12:05:00",1,"winter",TRUE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-05","20:42:00",1,"unknown",TRUE,"male","up",NA,"unknown","no","video"
"clear creek","2017-05-05","21:57:00",1,"spring",FALSE,"unknown","up",NA,"unknown","no","video"
"clear creek","2017-05-05","21:43:00",1,"unknown",TRUE,"male","up",NA,"unknown","no","video"
"clear creek","2017-05-05","23:36:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2017-05-05","01:02:00",1,"winter",TRUE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2017-05-05","11:28:00",1,"winter",FALSE,"male","down",NA,"post spawn","no","video"
"clear creek","2017-05-05","19:01:00",1,"winter",TRUE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-06","20:10:00",1,"winter",FALSE,"male","up",NA,"some spawn coloration","no","video"
"clear creek","2017-05-07","23:04:00",1,"winter",TRUE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-07","22:42:00",1,"winter",TRUE,"unknown","down",NA,"some spawn coloration","no","video"
"clear creek","2017-05-08","00:42:00",1,"spring",FALSE,"unknown","up",NA,"no spawn coloration","no","video"
"clear creek","2017-05-08","03:45:00",1,"winter",TRUE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-08","08:22:00",1,"winter",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-08","17:52:00",1,"unknown",NA,"unknown","up",NA,"unknown","no","video"
"clear creek","2017-05-08","21:58:00",1,"unknown",FALSE,"unknown","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-08","06:03:00",1,"winter",TRUE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-08","10:02:00",1,"winter",NA,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-08","13:46:00",1,"winter",TRUE,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-08","18:10:00",1,"winter",FALSE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-09","06:50:00",1,"winter",FALSE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-09","19:28:00",1,"winter",TRUE,"male","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-09","08:12:00",1,"winter",TRUE,"male","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-09","21:38:00",1,"unknown",TRUE,"male","down",NA,"unknown","no","video"
"clear creek","2017-05-10","01:35:00",1,"winter",TRUE,"female","up","normal","full spawn coloration","no","video"
"clear creek","2017-05-10","06:22:00",1,"winter",TRUE,"female","up",NA,"full spawn coloration","no","video"
"clear creek","2017-05-10","17:22:00",1,"winter",FALSE,"unknown","up","normal","post spawn","no","video"
"clear creek","2017-05-10","17:20:00",1,"winter",FALSE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-05-10","19:10:00",1,"winter",TRUE,"male","up","normal","full spawn coloration","no","video"
"clear creek","2017-05-10","22:28:00",1,"winter",TRUE,"female","up","normal","full spawn coloration","no","video"
"clear creek","2017-05-10","03:14:00",1,"spring",FALSE,"unknown","down",NA,"no spawn coloration","no","video"
"clear creek","2017-05-10","04:12:00",1,"winter",TRUE,"female","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-10","07:30:00",1,"winter",TRUE,"female","down",NA,"full spawn coloration","no","video"
"clear creek","2017-05-10","17:20:00",1,"winter",FALSE,"unknown","down","normal","post spawn","no","video"
"clear creek","2017-05-10","17:22:00",1,"winter",FALSE,"male","down","normal","post spawn","no","video"
"clear creek","2017-05-10","17:20:00",1,"winter",FALSE,"male","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-10","17:22:00",1,"winter",FALSE,"unknown","down","normal","full spawn coloration","no","video"
"clear creek","2017-05-10","21:06:00",1,"winter",TRUE,"male","down","normal","full spawn coloration","no","video"
